Episode,Step,State_Moisture,State_Temperature,State_Sunlight,Action,Reward,Next_Moisture,Next_Temperature,Next_Sunlight,Epsilon
2,32,Wet,Low,Medium,Close shade curtains,4,Wet,Low,Low,0.98
2,33,Wet,Low,Low,Water Pump OFF,0,Optimal,Low,Low,0.98
2,34,Optimal,Low,Low,Open shade curtains,3,Optimal,Low,Medium,0.98
2,35,Optimal,Low,Medium,Do nothing,7,Optimal,Low,Medium,0.98
2,36,Optimal,Low,Medium,Do nothing,7,Optimal,Low,Medium,0.98
2,37,Optimal,Low,Medium,Close shade curtains,7,Optimal,Low,Low,0.98
2,38,Optimal,Low,Low,Heater OFF,3,Optimal,Optimal,Low,0.98
2,39,Optimal,Optimal,Low,Heater OFF,6,Optimal,Low,Low,0.98
2,40,Optimal,Low,Low,Open shade curtains,3,Optimal,Low,Medium,0.98
2,41,Optimal,Low,Medium,Open shade curtains,7,Optimal,Low,High,0.98
2,42,Optimal,Low,High,Do nothing,3,Optimal,Low,High,0.98
2,43,Optimal,Low,High,Open shade curtains,3,Optimal,Low,High,0.98
2,44,Optimal,Low,High,Water Pump ON,3,Wet,Low,High,0.98
2,45,Wet,Low,High,Heater OFF,0,Wet,Optimal,High,0.98
2,46,Wet,Optimal,High,Water Pump ON,-2,Wet,Optimal,High,0.98
2,47,Wet,Optimal,High,Heater OFF,3,Wet,Low,High,0.98
2,48,Wet,Low,High,Water Pump OFF,0,Optimal,Low,Low,0.98
2,49,Optimal,Low,Low,Heater OFF,3,Optimal,Optimal,High,0.98
2,50,Optimal,Optimal,High,Do nothing,6,Optimal,Optimal,High,0.98
3,1,Optimal,Optimal,Low,Heater OFF,6,Optimal,Low,Low,0.96
3,2,Optimal,Low,Low,Water Pump ON,3,Wet,Low,Low,0.96
3,3,Wet,Low,Low,Open shade curtains,0,Wet,Low,Medium,0.96
3,4,Wet,Low,Medium,Do nothing,4,Wet,Low,Medium,0.96
3,5,Wet,Low,Medium,Water Pump ON,-1,Wet,Low,Medium,0.96
3,6,Wet,Low,Medium,Water Pump ON,-1,Wet,Low,Medium,0.96
3,7,Wet,Low,Medium,Heater ON,4,Wet,Optimal,Medium,0.96
3,8,Wet,Optimal,Medium,Close shade curtains,7,Wet,Optimal,Low,0.96
3,9,Wet,Optimal,Low,Close shade curtains,3,Wet,Optimal,Low,0.96
3,10,Wet,Optimal,Low,Water Pump OFF,3,Optimal,Optimal,Low,0.96
3,11,Optimal,Optimal,Low,Heater ON,6,Optimal,High,Low,0.96
3,12,Optimal,High,Low,Do nothing,3,Optimal,High,Low,0.96
3,13,Optimal,High,Low,Water Pump OFF,3,Dry,High,Low,0.96
3,14,Dry,High,Low,Water Pump OFF,-2,Optimal,High,Low,0.96
3,15,Optimal,High,Low,Water Pump ON,3,Wet,High,Low,0.96
3,16,Wet,High,Low,Water Pump OFF,0,Optimal,High,Low,0.96
3,17,Optimal,High,Low,Do nothing,3,Optimal,High,Low,0.96
3,18,Optimal,High,Low,Water Pump ON,3,Wet,High,Low,0.96
3,19,Wet,High,Low,Heater ON,-5,Wet,High,Low,0.96
3,20,Wet,High,Low,Do nothing,0,Wet,High,Low,0.96
3,21,Wet,High,Low,Close shade curtains,0,Wet,High,Low,0.96
3,22,Wet,High,Low,Close shade curtains,0,Wet,High,Low,0.96
3,23,Wet,High,Low,Heater ON,-5,Wet,High,Low,0.96
3,24,Wet,High,Low,Water Pump ON,-5,Wet,High,Low,0.96
3,25,Wet,High,Low,Open shade curtains,0,Wet,High,Medium,0.96
3,26,Wet,High,Medium,Heater OFF,4,Wet,Optimal,Medium,0.96
3,27,Wet,Optimal,Medium,Heater ON,7,Wet,Optimal,Medium,0.96
3,28,Wet,Optimal,Medium,Open shade curtains,7,Wet,Optimal,High,0.96
3,29,Wet,Optimal,High,Do nothing,3,Wet,Optimal,High,0.96
3,30,Wet,Optimal,High,Water Pump OFF,3,Optimal,Optimal,High,0.96
3,31,Optimal,Optimal,High,Water Pump ON,6,Wet,Optimal,High,0.96
3,32,Wet,Optimal,High,Do nothing,3,Wet,Optimal,High,0.96
3,33,Wet,Optimal,High,Close shade curtains,3,Wet,Optimal,Medium,0.96
3,34,Wet,Optimal,Medium,Open shade curtains,7,Wet,Optimal,High,0.96
3,35,Wet,Optimal,High,Water Pump OFF,3,Optimal,Optimal,High,0.96
3,36,Optimal,Optimal,High,Heater OFF,6,Optimal,Low,High,0.96
3,37,Optimal,Low,High,Water Pump ON,3,Wet,Low,High,0.96
3,38,Wet,Low,High,Heater OFF,0,Wet,Optimal,High,0.96
3,39,Wet,Optimal,High,Open shade curtains,3,Wet,Optimal,High,0.96
3,40,Wet,Optimal,High,Water Pump OFF,3,Optimal,Optimal,High,0.96
3,41,Optimal,Optimal,High,Heater ON,6,Optimal,High,High,0.96
3,42,Optimal,High,High,Open shade curtains,3,Optimal,High,High,0.96
3,43,Optimal,High,High,Do nothing,3,Optimal,High,High,0.96
3,44,Optimal,High,High,Do nothing,3,Optimal,High,High,0.96
3,45,Optimal,High,High,Water Pump ON,3,Wet,High,High,0.96
3,46,Wet,High,High,Heater ON,-5,Wet,High,High,0.96
3,47,Wet,High,High,Open shade curtains,0,Wet,High,High,0.96
3,48,Wet,High,High,Heater ON,-5,Wet,High,High,0.96
3,49,Wet,High,High,Heater OFF,0,Wet,Optimal,High,0.96
3,50,Wet,Optimal,High,Heater OFF,3,Wet,Low,High,0.96
4,1,Optimal,Optimal,High,Heater ON,6,Optimal,High,High,0.94
4,2,Optimal,High,High,Water Pump OFF,3,Dry,High,High,0.94
4,3,Dry,High,High,Open shade curtains,0,Dry,High,High,0.94
4,4,Dry,High,High,Close shade curtains,0,Dry,High,High,0.94
4,5,Dry,High,High,Do nothing,0,Dry,High,High,0.94
4,6,Dry,High,High,Heater ON,-5,Dry,High,High,0.94
4,7,Dry,High,High,Open shade curtains,0,Dry,High,High,0.94
4,8,Dry,High,High,Do nothing,0,Dry,High,High,0.94
4,9,Dry,High,High,Do nothing,0,Dry,High,High,0.94
4,10,Dry,High,High,Do nothing,0,Dry,High,High,0.94
4,11,Dry,High,High,Do nothing,0,Dry,High,High,0.94
4,12,Dry,High,High,Heater OFF,0,Dry,Optimal,High,0.94
4,13,Dry,Optimal,High,Heater OFF,3,Dry,Low,High,0.94
4,14,Dry,Low,High,Do nothing,0,Dry,Low,High,0.94
4,15,Dry,Low,High,Close shade curtains,0,Dry,Low,Medium,0.94
4,16,Dry,Low,Medium,Open shade curtains,4,Dry,Low,High,0.94
4,17,Dry,Low,High,Water Pump OFF,-2,Optimal,Low,High,0.94
4,18,Optimal,Low,High,Water Pump OFF,3,Dry,Low,High,0.94
4,19,Dry,Low,High,Open shade curtains,0,Dry,Low,High,0.94
4,20,Dry,Low,High,Heater ON,0,Dry,Optimal,High,0.94
4,21,Dry,Optimal,High,Heater OFF,3,Dry,Low,High,0.94
4,22,Dry,Low,High,Heater ON,0,Dry,Optimal,High,0.94
4,23,Dry,Optimal,High,Water Pump ON,3,Optimal,Optimal,High,0.94
4,24,Optimal,Optimal,High,Heater ON,6,Optimal,High,High,0.94
4,25,Optimal,High,High,Heater ON,-2,Optimal,High,High,0.94
4,26,Optimal,High,High,Open shade curtains,3,Optimal,High,Medium,0.94
4,27,Optimal,High,Medium,Do nothing,7,Optimal,High,Medium,0.94
4,28,Optimal,High,Medium,Water Pump ON,7,Optimal,High,Medium,0.94
4,29,Optimal,High,Medium,Heater OFF,7,Optimal,High,Medium,0.94
4,30,Optimal,High,Medium,Water Pump OFF,7,Dry,High,Medium,0.94
4,31,Dry,High,Medium,Heater OFF,4,Dry,Optimal,Medium,0.94
4,32,Dry,Optimal,Medium,Heater OFF,7,Dry,Low,Medium,0.94
4,33,Dry,Low,Medium,Heater OFF,4,Dry,Low,Medium,0.94
4,34,Dry,Low,Medium,Close shade curtains,4,Dry,Low,Low,0.94
4,35,Dry,Low,Low,Heater OFF,0,Dry,Optimal,Low,0.94
4,36,Dry,Optimal,Low,Heater OFF,3,Dry,Low,Low,0.94
4,37,Dry,Low,Low,Heater ON,0,Dry,Optimal,Low,0.94
4,38,Dry,Optimal,Low,Close shade curtains,3,Dry,Optimal,Low,0.94
4,39,Dry,Optimal,Low,Close shade curtains,3,Dry,Optimal,Low,0.94
4,40,Dry,Optimal,Low,Water Pump ON,3,Dry,Optimal,Low,0.94
4,41,Dry,Optimal,Low,Close shade curtains,3,Dry,Optimal,Low,0.94
4,42,Dry,Optimal,Low,Water Pump OFF,1,Optimal,Optimal,Low,0.94
4,43,Optimal,Optimal,Low,Open shade curtains,6,Optimal,Optimal,Medium,0.94
4,44,Optimal,Optimal,Medium,Close shade curtains,10,Optimal,Optimal,Medium,0.94
4,45,Optimal,Optimal,Medium,Water Pump OFF,10,Dry,Optimal,Medium,0.94
4,46,Dry,Optimal,Medium,Heater OFF,7,Dry,Low,Medium,0.94
4,47,Dry,Low,Medium,Heater ON,4,Dry,Low,Medium,0.94
4,48,Dry,Low,Medium,Close shade curtains,4,Dry,Low,Low,0.94
4,49,Dry,Low,Low,Heater OFF,0,Dry,Optimal,Low,0.94
4,50,Dry,Optimal,Low,Water Pump ON,3,Optimal,Optimal,Low,0.94
5,1,Dry,High,Low,Close shade curtains,0,Dry,High,Low,0.92
5,2,Dry,High,Low,Heater ON,-5,Dry,High,Low,0.92
5,3,Dry,High,Low,Heater OFF,0,Dry,Optimal,Low,0.92
5,4,Dry,Optimal,Low,Do nothing,3,Dry,Optimal,Low,0.92
5,5,Dry,Optimal,Low,Heater OFF,3,Dry,Low,Low,0.92
5,6,Dry,Low,Low,Water Pump ON,0,Optimal,Low,Low,0.92
5,7,Optimal,Low,Low,Open shade curtains,3,Optimal,Low,Medium,0.92
5,8,Optimal,Low,Medium,Water Pump ON,7,Wet,Low,Medium,0.92
5,9,Wet,Low,Medium,Heater ON,4,Wet,Optimal,Medium,0.92
5,10,Wet,Optimal,Medium,Heater OFF,7,Wet,Low,Medium,0.92
5,11,Wet,Low,Medium,Water Pump ON,-1,Wet,Low,Medium,0.92
5,12,Wet,Low,Medium,Heater ON,4,Wet,Optimal,Medium,0.92
5,13,Wet,Optimal,Medium,Do nothing,7,Wet,Optimal,Medium,0.92
5,14,Wet,Optimal,Medium,Heater ON,7,Wet,High,Medium,0.92
5,15,Wet,High,Medium,Do nothing,4,Wet,High,Medium,0.92
5,16,Wet,High,Medium,Water Pump OFF,4,Optimal,High,Medium,0.92
5,17,Optimal,High,Medium,Water Pump ON,7,Wet,High,Medium,0.92
5,18,Wet,High,Medium,Heater ON,-1,Wet,High,Medium,0.92
5,19,Wet,High,Medium,Open shade curtains,4,Wet,High,High,0.92
5,20,Wet,High,High,Close shade curtains,0,Wet,High,Medium,0.92
5,21,Wet,High,Medium,Water Pump OFF,4,Wet,High,Medium,0.92
5,22,Wet,High,Medium,Water Pump ON,-1,Wet,High,Medium,0.92
5,23,Wet,High,Medium,Close shade curtains,4,Wet,High,Low,0.92
5,24,Wet,High,Low,Water Pump ON,-5,Wet,High,Low,0.92
5,25,Wet,High,Low,Close shade curtains,0,Wet,High,Low,0.92
5,26,Wet,High,Low,Heater OFF,0,Wet,Optimal,Low,0.92
5,27,Wet,Optimal,Low,Close shade curtains,3,Wet,Optimal,Low,0.92
5,28,Wet,Optimal,Low,Do nothing,3,Wet,Optimal,Low,0.92
5,29,Wet,Optimal,Low,Close shade curtains,3,Wet,Optimal,Low,0.92
5,30,Wet,Optimal,Low,Close shade curtains,3,Wet,Optimal,Low,0.92
5,31,Wet,Optimal,Low,Do nothing,3,Wet,Optimal,Low,0.92
5,32,Wet,Optimal,Low,Heater OFF,3,Wet,Low,Low,0.92
5,33,Wet,Low,Low,Do nothing,0,Wet,Low,Low,0.92
5,34,Wet,Low,Low,Water Pump ON,-5,Wet,Low,Low,0.92
5,35,Wet,Low,Low,Water Pump OFF,0,Wet,Low,Low,0.92
5,36,Wet,Low,Low,Water Pump OFF,0,Optimal,Low,Low,0.92
5,37,Optimal,Low,Low,Close shade curtains,3,Optimal,Low,Low,0.92
5,38,Optimal,Low,Low,Heater ON,3,Optimal,Optimal,Low,0.92
5,39,Optimal,Optimal,Low,Water Pump OFF,6,Dry,Optimal,Low,0.92
5,40,Dry,Optimal,Low,Do nothing,3,Dry,Optimal,Low,0.92
5,41,Dry,Optimal,Low,Close shade curtains,3,Dry,Optimal,Low,0.92
5,42,Dry,Optimal,Low,Open shade curtains,3,Dry,Optimal,Medium,0.92
5,43,Dry,Optimal,Medium,Water Pump OFF,5,Optimal,Optimal,Medium,0.92
5,44,Optimal,Optimal,Medium,Heater ON,10,Optimal,High,Medium,0.92
5,45,Optimal,High,Medium,Heater OFF,7,Optimal,Optimal,Medium,0.92
5,46,Optimal,Optimal,Medium,Heater ON,10,Optimal,High,Medium,0.92
5,47,Optimal,High,Medium,Open shade curtains,7,Optimal,High,High,0.92
5,48,Optimal,High,High,Do nothing,3,Optimal,High,High,0.92
5,49,Optimal,High,High,Heater OFF,3,Optimal,Optimal,High,0.92
5,50,Optimal,Optimal,High,Water Pump OFF,6,Optimal,Optimal,High,0.92
6,1,Optimal,High,High,Water Pump OFF,3,Dry,High,High,0.9
6,2,Dry,High,High,Water Pump ON,0,Dry,High,High,0.9
6,3,Dry,High,High,Heater OFF,0,Dry,Optimal,High,0.9
6,4,Dry,Optimal,High,Water Pump OFF,1,Optimal,Optimal,High,0.9
6,5,Optimal,Optimal,High,Close shade curtains,6,Optimal,Optimal,Medium,0.9
6,6,Optimal,Optimal,Medium,Heater OFF,10,Optimal,Low,Medium,0.9
6,7,Optimal,Low,Medium,Heater OFF,7,Optimal,Optimal,Medium,0.9
6,8,Optimal,Optimal,Medium,Water Pump OFF,10,Dry,Optimal,Medium,0.9
6,9,Dry,Optimal,Medium,Water Pump ON,7,Optimal,Optimal,Medium,0.9
6,10,Optimal,Optimal,Medium,Water Pump ON,10,Wet,Optimal,Medium,0.9
6,11,Wet,Optimal,Medium,Water Pump OFF,7,Optimal,Optimal,Medium,0.9
6,12,Optimal,Optimal,Medium,Open shade curtains,10,Optimal,Optimal,High,0.9
6,13,Optimal,Optimal,High,Open shade curtains,6,Optimal,Optimal,High,0.9
6,14,Optimal,Optimal,High,Open shade curtains,6,Optimal,Optimal,High,0.9
6,15,Optimal,Optimal,High,Open shade curtains,6,Optimal,Optimal,High,0.9
6,16,Optimal,Optimal,High,Close shade curtains,6,Optimal,Optimal,Medium,0.9
6,17,Optimal,Optimal,Medium,Do nothing,10,Optimal,Optimal,Medium,0.9
6,18,Optimal,Optimal,Medium,Heater ON,10,Optimal,High,Medium,0.9
6,19,Optimal,High,Medium,Heater OFF,7,Optimal,Optimal,Medium,0.9
6,20,Optimal,Optimal,Medium,Water Pump OFF,10,Dry,Optimal,Medium,0.9
6,21,Dry,Optimal,Medium,Heater OFF,7,Dry,Low,Medium,0.9
6,22,Dry,Low,Medium,Water Pump ON,4,Optimal,Low,Medium,0.9
6,23,Optimal,Low,Medium,Close shade curtains,7,Optimal,Low,Medium,0.9
6,24,Optimal,Low,Medium,Water Pump OFF,7,Dry,Low,Medium,0.9
6,25,Dry,Low,Medium,Heater ON,4,Dry,Optimal,Medium,0.9
6,26,Dry,Optimal,Medium,Heater ON,7,Dry,High,Medium,0.9
6,27,Dry,High,Medium,Water Pump ON,4,Optimal,High,Medium,0.9
6,28,Optimal,High,Medium,Heater OFF,7,Optimal,Optimal,Medium,0.9
6,29,Optimal,Optimal,Medium,Heater ON,10,Optimal,High,Medium,0.9
6,30,Optimal,High,Medium,Open shade curtains,7,Optimal,High,High,0.9
6,31,Optimal,High,High,Heater ON,-2,Optimal,High,High,0.9
6,32,Optimal,High,High,Heater OFF,3,Optimal,Optimal,High,0.9
6,33,Optimal,Optimal,High,Do nothing,6,Optimal,Optimal,High,0.9
6,34,Optimal,Optimal,High,Close shade curtains,6,Optimal,Optimal,Medium,0.9
6,35,Optimal,Optimal,Medium,Water Pump ON,10,Wet,Optimal,Medium,0.9
6,36,Wet,Optimal,Medium,Heater OFF,7,Wet,Low,Medium,0.9
6,37,Wet,Low,Medium,Heater OFF,4,Wet,Optimal,Medium,0.9
6,38,Wet,Optimal,Medium,Open shade curtains,7,Wet,Optimal,High,0.9
6,39,Wet,Optimal,High,Water Pump OFF,3,Optimal,Optimal,High,0.9
6,40,Optimal,Optimal,High,Heater OFF,6,Optimal,Low,High,0.9
6,41,Optimal,Low,High,Heater OFF,3,Optimal,Optimal,High,0.9
6,42,Optimal,Optimal,High,Heater OFF,6,Optimal,Low,High,0.9
6,43,Optimal,Low,High,Close shade curtains,3,Optimal,Low,Medium,0.9
6,44,Optimal,Low,Medium,Heater ON,7,Optimal,Optimal,Medium,0.9
6,45,Optimal,Optimal,Medium,Water Pump ON,10,Optimal,Optimal,Medium,0.9
6,46,Optimal,Optimal,Medium,Open shade curtains,10,Optimal,Optimal,High,0.9
6,47,Optimal,Optimal,High,Heater OFF,6,Optimal,Low,High,0.9
6,48,Optimal,Low,High,Heater ON,3,Optimal,Optimal,High,0.9
6,49,Optimal,Optimal,High,Do nothing,6,Optimal,Optimal,High,0.9
6,50,Optimal,Optimal,High,Water Pump ON,6,Wet,Optimal,High,0.9
7,1,Dry,Optimal,Medium,Do nothing,7,Dry,Optimal,Medium,0.88
7,2,Dry,Optimal,Medium,Do nothing,7,Dry,Optimal,Medium,0.88
7,3,Dry,Optimal,Medium,Open shade curtains,7,Dry,Optimal,High,0.88
7,4,Dry,Optimal,High,Heater OFF,3,Dry,Low,High,0.88
7,5,Dry,Low,High,Water Pump ON,0,Optimal,Low,High,0.88
7,6,Optimal,Low,High,Water Pump OFF,3,Dry,Low,High,0.88
7,7,Dry,Low,High,Open shade curtains,0,Dry,Low,High,0.88
7,8,Dry,Low,High,Water Pump ON,0,Optimal,Low,High,0.88
7,9,Optimal,Low,High,Heater ON,3,Optimal,Optimal,High,0.88
7,10,Optimal,Optimal,High,Do nothing,6,Optimal,Optimal,High,0.88
7,11,Optimal,Optimal,High,Water Pump ON,6,Wet,Optimal,High,0.88
7,12,Wet,Optimal,High,Open shade curtains,3,Wet,Optimal,High,0.88
7,13,Wet,Optimal,High,Open shade curtains,3,Wet,Optimal,High,0.88
7,14,Wet,Optimal,High,Heater ON,3,Wet,Optimal,High,0.88
7,15,Wet,Optimal,High,Close shade curtains,3,Wet,Optimal,Medium,0.88
7,16,Wet,Optimal,Medium,Water Pump ON,2,Wet,Optimal,Medium,0.88
7,17,Wet,Optimal,Medium,Water Pump ON,2,Wet,Optimal,Medium,0.88
7,18,Wet,Optimal,Medium,Water Pump OFF,7,Optimal,Optimal,Medium,0.88
7,19,Optimal,Optimal,Medium,Open shade curtains,10,Optimal,Optimal,Medium,0.88
7,20,Optimal,Optimal,Medium,Close shade curtains,10,Optimal,Optimal,Low,0.88
7,21,Optimal,Optimal,Low,Water Pump OFF,6,Optimal,Optimal,Low,0.88
7,22,Optimal,Optimal,Low,Water Pump OFF,6,Dry,Optimal,Low,0.88
7,23,Dry,Optimal,Low,Water Pump ON,3,Optimal,Optimal,Low,0.88
7,24,Optimal,Optimal,Low,Do nothing,6,Optimal,Optimal,Low,0.88
7,25,Optimal,Optimal,Low,Heater OFF,6,Optimal,Optimal,Low,0.88
7,26,Optimal,Optimal,Low,Do nothing,6,Optimal,Optimal,Low,0.88
7,27,Optimal,Optimal,Low,Do nothing,6,Optimal,Optimal,Low,0.88
7,28,Optimal,Optimal,Low,Heater ON,6,Optimal,High,Low,0.88
7,29,Optimal,High,Low,Water Pump ON,3,Wet,High,Low,0.88
7,30,Wet,High,Low,Water Pump OFF,0,Optimal,High,Low,0.88
7,31,Optimal,High,Low,Water Pump ON,3,Wet,High,Low,0.88
7,32,Wet,High,Low,Open shade curtains,0,Wet,High,Medium,0.88
7,33,Wet,High,Medium,Water Pump OFF,4,Optimal,High,Medium,0.88
7,34,Optimal,High,Medium,Close shade curtains,7,Optimal,High,Low,0.88
7,35,Optimal,High,Low,Heater ON,-2,Optimal,High,Low,0.88
7,36,Optimal,High,Low,Water Pump ON,3,Wet,High,Low,0.88
7,37,Wet,High,Low,Water Pump ON,-5,Wet,High,Low,0.88
7,38,Wet,High,Low,Water Pump OFF,0,Optimal,High,Low,0.88
7,39,Optimal,High,Low,Water Pump ON,3,Wet,High,Low,0.88
7,40,Wet,High,Low,Water Pump OFF,0,Optimal,High,Low,0.88
7,41,Optimal,High,Low,Heater ON,-2,Optimal,High,Low,0.88
7,42,Optimal,High,Low,Water Pump ON,3,Wet,High,Low,0.88
7,43,Wet,High,Low,Water Pump ON,-5,Wet,High,Low,0.88
7,44,Wet,High,Low,Open shade curtains,0,Wet,High,Medium,0.88
7,45,Wet,High,Medium,Close shade curtains,4,Wet,High,Medium,0.88
7,46,Wet,High,Medium,Water Pump ON,-1,Wet,High,Medium,0.88
7,47,Wet,High,Medium,Water Pump ON,-1,Wet,High,Medium,0.88
7,48,Wet,High,Medium,Water Pump OFF,4,Optimal,High,Medium,0.88
7,49,Optimal,High,Medium,Water Pump OFF,7,Optimal,High,Medium,0.88
7,50,Optimal,High,Medium,Heater ON,2,Optimal,High,High,0.88
8,1,Optimal,High,Medium,Open shade curtains,7,Optimal,High,High,0.86
8,2,Optimal,High,High,Open shade curtains,3,Optimal,High,High,0.86
